product_id,product_name_ru,product_name_eng,product_type,quantity,unit,brand,category,price,availability,store
86,сметана,sour cream,15%,300.0,г,домик в деревне,молочка,109.48,ИСТИНА,магнит
87,сметана,sour cream,20%,320.0,г,ростагроэкспорт,молочка,93.99,ЛОЖЬ,магнит
88,сметана,sour cream,20%,300.0,г,простоквашино,молочка,120.77,ИСТИНА,магнит
89,творог,cottage cheese,9%,180.0,г,искренне ваш,молочка,105.85,ЛОЖЬ,магнит
90,творог,cottage cheese,5%,320.0,г,простоквашино,молочка,138.23,ИСТИНА,магнит
91,творог,cottage cheese,5%,180.0,г,станция молочная,молочка,67.02,ИСТИНА,магнит
92,сыр,cheese,50%,230.0,г,ламбер,молочка,365.22,ИСТИНА,магнит
93,сыр,cheese,45%,200.0,г,брест-литовск,молочка,242.35,ЛОЖЬ,магнит
94,сыр,cheese,45%,190.0,г,белебеевский,молочка,197.24,ИСТИНА,магнит
95,сыр,cheese,35%,200.0,г,брест-литовск,молочка,228.66,ИСТИНА,магнит
96,яйца,eggs,c1,10.0,шт,село зеленое,яйцо,134.15,ИСТИНА,магнит
97,яйца,eggs,с1,15.0,шт,вараксино,яйцо,139.16,ИСТИНА,магнит
98,яйца,eggs,с1,10.0,шт,вараксино,яйцо,119.4,ИСТИНА,магнит
99,яйца,eggs,с0,10.0,шт,ешь хорошее,яйцо,162.53,ЛОЖЬ,магнит
100,фарш,mince,домашний,400.0,г,рестория,мясо,182.19,ИСТИНА,магнит
101,фарш,mince,говяжий,400.0,г,рестория,мясо,285.37,ИСТИНА,магнит
102,фарш,mince,говяжий,400.0,г,мираторг,мясо,236.64,ЛОЖЬ,магнит
103,фарш,mince,индюшачий,450.0,г,индилайт,птица,181.26,ЛОЖЬ,магнит
104,фарш,mince,куриный,500.0,г,хорошее дело,птица,86.73,ИСТИНА,магнит
105,азу,slices,индейка,500.0,г,рестория,птица,241.47,ИСТИНА,магнит
106,филе,fillet,индейка,500.0,г,индилайт,птица,419.29,ИСТИНА,магнит
107,филе,fillet,курица,1.0,кг,пестречинка,птица,338.36,ИСТИНА,магнит
108,печень,liver,курица,500.0,г,красная цена,птица,194.89,ИСТИНА,магнит
109,грудка,breast,курица,1.0,кг,акашево,птица,265.51,ЛОЖЬ,магнит
110,крылья,wings,курица,1.0,кг,павловская курочка,птица,196.28,ИСТИНА,магнит
111,колбаса,sausage,вареная,450.0,г,вязанка,колбаса,117.68,ИСТИНА,магнит
112,колбаса,sausage,вареная,370.0,г,вязанка,колбаса,194.1,ИСТИНА,магнит
113,колбаса,sausage,сервелат,400.0,г,стародворье,колбаса,181.1,ЛОЖЬ,магнит
114,колбаса,sausage,вареная,700.0,г,delikaiser,колбаса,146.83,ИСТИНА,магнит
115,рис,rice,длиннозерный,5.0,порций - пакетиков по 40 г,увелка,бакалея,164.8,ИСТИНА,магнит
116,макароны,pasta,спирали,450.0,г,barilla,бакалея,117.83,ИСТИНА,магнит
117,макароны,pasta,спирали,450.0,г,шебекинские,бакалея,61.28,ИСТИНА,магнит
118,макароны,pasta,спагетти,450.0,г,makfa,бакалея,44.36,ИСТИНА,магнит
119,гречка,buckwheat,пропаренная,900.0,г,селяночка,бакалея,90.39,ИСТИНА,магнит
120,рис,rice,круглозерный,5.0,порций - пакетиков по 40 г,селяночка,бакалея,66.62,ЛОЖЬ,магнит
121,макароны,pasta,рожки,450.0,г,baisad,бакалея,67.19,ИСТИНА,магнит
122,рис,rice,для плова,800.0,г,global village,бакалея,72.96,ИСТИНА,магнит
123,майонез,mayo,с лимонным соком,655.0,мл,махеев,соусы,209.03,ИСТИНА,магнит
124,соус,sauce,баффало,200.0,г,heinz,соусы,119.07,ИСТИНА,магнит
125,майонез,mayo,67%,800.0,мл,слобода,соусы,131.16,ЛОЖЬ,магнит
126,кетчуп,ketchup,томатный,320.0,г,heinz,соусы,90.32,ЛОЖЬ,магнит
127,кетчуп,ketchup,томатный,300.0,г,махеев,соусы,94.97,ИСТИНА,магнит
128,соус,sauce,соевый,250.0,мл,домшим,соусы,73.18,ИСТИНА,магнит
129,соус,sauce,бургер,200.0,г,astoria,соусы,60.53,ЛОЖЬ,магнит
130,соус,sauce,сырный,233.0,г,рестория,соусы,48.64,ИСТИНА,магнит
131,кофе,coffee,зерновой,800.0,г,venetto,кофе и чай,1159.84,ЛОЖЬ,магнит
132,чай,tea,зеленый с манго,25.0,пакетиков,greenfield,кофе и чай,169.93,ИСТИНА,магнит
133,сахар,sugar,рафинад,500.0,г,русский,специи,61.91,ИСТИНА,магнит
134,чай,tea,черный,100.0,пакетиков,greenfield,кофе и чай,269.73,ИСТИНА,магнит
135,сахар,sugar,песок,500.0,г,сытое царство,специи,47.92,ИСТИНА,магнит
136,кофе,coffee,растворимый,95.0,г,monarch,кофе и чай,444.19,ИСТИНА,магнит
137,чай,tea,черный,25.0,пакетиков,азерчай,кофе и чай,104.54,ИСТИНА,магнит
138,сахар,sugar,песок,1.0,кг,советский,специи,89.06,ИСТИНА,магнит
139,кофе,coffee,молотый,250.0,г,жокей,кофе и чай,419.55,ЛОЖЬ,магнит
140,кофе,coffee,молотый,200.0,г,lalibela,кофе и чай,313.83,ИСТИНА,магнит
141,какао,cacao,быстрорастворимый,250.0,г,хрутка,бакалея,205.87,ИСТИНА,магнит
142,какао,cacao,быстрорастворимый,300.0,г,учтышки,бакалея,117.55,ИСТИНА,магнит
143,какао,cacao,порошок,100.0,г,золотой ярлык,бакалея,125.39,ИСТИНА,магнит
144,соль,salt,йодированная,500.0,г,экстра,бакалея,61.17,ИСТИНА,магнит
145,соль,salt,выварочная,500.0,г,экстра,бакалея,66.1,ИСТИНА,магнит
146,соль,,морская,500.0,г,sea salt,бакалея,72.86,ЛОЖЬ,магнит
147,молоко,milk,"3,20%",1.4,л,простоквашино,молочка,158.2,ЛОЖЬ,магнит
148,шоколад,chocolate,молочный,90.0,г,Аленка,сладкое,57.73,ИСТИНА,магнит
149,печенье,cookies,овсяное,300.0,г,Юбилейное,сладкое,105.28,ИСТИНА,магнит
150,яблоки,apples,сезонные,1.0,кг,Красная цена,фрукты,109.68,ИСТИНА,магнит
151,бананы,bananas,эквадор,1.0,кг,Dole,фрукты,91.09,ИСТИНА,магнит
152,картофель,potatoes,молодой,1.0,кг,местный,овощи,31.67,ЛОЖЬ,магнит
153,огурцы,cucumbers,гладкие,1.0,кг,тепличные,овощи,77.0,ИСТИНА,магнит
154,батон,loaf,нарезной,400.0,г,Хлебный дом,хлеб,32.25,ИСТИНА,магнит
155,ржаной хлеб,rye bread,бородинский,350.0,г,Дарницкий,хлеб,40.13,ИСТИНА,магнит
156,пельмени,dumplings,свинина/говядина,800.0,г,Сибирская коллекция,заморозка,420.31,ЛОЖЬ,магнит
157,овощи,vegetables,смесь,400.0,г,Hortex,заморозка,126.64,ИСТИНА,магнит
158,сок,juice,апельсиновый,1.0,л,Добрый,напитки,117.42,ИСТИНА,магнит
159,вода,water,негазированная,1.5,л,Святой источник,напитки,54.34,ИСТИНА,магнит
